X2022004688,subministrament en modalitat SaaS (Software as a Service) de la gestió integral de control horari de l'Ajuntament de Sant Joan de Vilatorrada,;Suministros;,Resuelta,"26,380.00",23/09/2022,Ajuntament de Sant Joan de Vilatorrada,19-11-2022
X2022000279,L'objecte del contracte és l'obra de reurbanització del carrer Prat de l'Om de Vallfogona de Ripollès. (primer tram entre la carretera N260 i el carrer Puig Estela),;Obras;,Adjudicada,"64,499.06",11/10/2022,Ajuntament de Vallfogona de Ripollès,19-11-2022
2022014318,"Contracte de subministrament de material d'obra, eines i utillatges que consta a l'Annex A - Llista de materials del plec de prescripcions tècniques i aquells altres de la mateixa naturalesa que els descrits a l'esmentat annex, utilitzats per cobrir les necessitats de les diferents àrees i les brigades municipals de l'Ajuntament de Girona, per tal de destinar-los a les actuacions de reparació, arranjament, manteniment i conservació de les vies i espais públics i equipaments municipals.",;Suministros;,Resuelta,"199,050.08",22/07/2022,Ajuntament de Girona,19-11-2022
2022/01982,Contratación del mantenimiento de la herramienta de gamificación educativa (Serious Game) para el apoyo al tratamiento holístico del sobrepeso y la obesidad infantil en Osakidetza.,;Servicios;,Adjudicada,"40,000.00",27/09/2022,Director General,19-11-2022
03/2022-3686Q,"Suministro para la adquisición de plantas para las zonas verdes del Ayuntamiento de Leioa, para el periodo 2022-2025",;Suministros;,Evaluación,"134,000.00",26/09/2022,Alcaldia,19-11-2022
2022007PD,Servicio de mantenimiento de las instalaciones del Polideportivo Orbea,;Servicios;,Adjudicada,"54,400.00",19/09/2022,Presidente,19-11-2022
20-7-2.01-0067/2022,Programa de promoción del envejecimiento activo y prevención de la dependencia en los Centros de Participación Activa de Personas Mayores de la Consejería de Servicios Sociales y Gobernanza Pública,;Servicios;,Resuelta,"172,736.25",18/07/2022,"Dirección General de Dependencia, Discapacidad y Mayores, Consejería de Servicios Sociales y Gobernanza Pública",19-11-2022
02/2022,Servei de manteniment d'instal·lacions dels edificis del CSSI,;Servicios;,Adjudicada,"20,820.00",23/09/2022,Consorci Sociosanitari d'Igualada,19-11-2022
79/2022 - 21546/2022,"Servei de control i direcció per garantir l'execució de les obres d'acord amb el projecte executiu, tant a nivell tècnic i qualitat ambiental, com de seguretat i salut de les obres de repavimentació de diferents vials del municipi de Sant Cugat del Vallès.",;Servicios;,Adjudicada,"40,011.90",26/09/2022,Ajuntament de Sant Cugat del Vallès,19-11-2022
SUMIN/2022000023,"Actualment es troba en fase de reforma un equipament municipal (Masia de Can Gomar) que es preveu que aculli el nou Casal de Joves de Castelldefels, i que és necessari dotar de mobiliari
adequat per a la seva propera entrada en funcionament.
Per aquest motiu, i en previsió que l'import acumulat de la compra prevista supera l'import màxim del contracte menor de subministrament, és necessari realitzar una licitació que abasti
la totalitat de l'objecte del contracte.",;Suministros;,Adjudicada,"54,141.29",30/09/2022,Ajuntament de Castelldefels,19-11-2022
147/2022,Servicios de renovación soporte a sistema de control de acceso a red corporativa de datos FORESCOUT.,;Servicios;,Evaluación,"167,049.56",,"Canal de Isabel II, S.A.",19-11-2022
CONTR 2022 0000205480,suministro de material de oficina para delegación del gobierno en córdoba,;Suministros;,Resuelta,"27,474.33",08/07/2022,Delegación del Gobierno de la Junta de Andalucía en Córdoba,19-11-2022
2022/SER-49,"Servicio de desarrollo para la mejora tecnológica de las herramientas e integraciones del LMS (LEARNING MANAGEMENT SYSTEM) SAKAI y de las relaciones entre las universidades participantes (Universidad de Lleida, Universidad Politécnica de Valencia, Universidad de Murcia y Universidad Pública de Navarra) y el adjudicatario en todo lo referente a aspectos técnicos de los servicios y seguimiento del contrato",;Servicios;,Evaluación,"250,000.00",,Universitat de Lleida,19-11-2022
IMSSG-OA_FEXP2022/000208,"El servei objecte de contractació té com a finalitat la realització del servei de subministrament d'aliments i càtering, en la modalitat de línia calenta, diàriament, de dilluns a diumenge, els 365 dies a l'any, als 38 usuaris i usuàries atesos; i als professionals adscrits en les Llars-residència del Servei d'habitatge Josep Padrós de l'Institut Municipal de Serveis Personals (IMSP) de l'Ajuntament de Badalona",;Servicios;,Adjudicada,"138,931.68",19/09/2022,Institut Municipal de Serveis Personals de Badalona,19-11-2022
2022/02172,Suministro por arrendamiento de 14 vehículos para la OSI Bilbao Basurto,;Suministros;,Resuelta,"589,200.00",21/09/2022,Director Gerente,19-11-2022
2022KO030001,Contratación de suministro de equipamiento escénico para el edificio municipal poliservicio Landetxe.,;Suministros;,Adjudicada,"500,229.08",05/10/2022,Alcalde,19-11-2022
PcPG/2022/804784,La prestación del servicio de interpretación de la lengua de signos del Parlamento de Galicia.,;Servicios;,Resuelta,"121,000.00",30/06/2022,Parlamento de Galicia,19-11-2022
PcPG/2022/805130,"AB-ASP1-22-006.   Servicio de traslado, custodia y gestión de la documentación clínica en él Área Sanitario de Pontevedra y O Salnés",;Servicios;,Resuelta,"505,481.71",17/08/2022,Consellería de Sanidade  - SERGAS,19-11-2022
CP-2022-24,Servei de manteniment de l'equip de fluoroscòpia portàtil (arc quirúrgic BV Endura R2.3) de l'Institut Català d'Oncologia,;Servicios;,Resuelta,"19,600.00",17/10/2022,Institut Català d'Oncologia (ICO),19-11-2022
P/SER-023583/2022,Contratación de la póliza de seguro de automóviles del IMIDRA 2023-2024,;Servicios;,Evaluación,"56,880.00",,"Organismo Autónomo Instituto Madrileño de Investigación y Desarrollo Rural, Agrario y Alimentario (IMIDRA)",19-11-2022
CSE/AH06/1101314608/22/PO,"Servei de Direcció d'Execució i Coordinació de Seguretat i Salut de les obres d'adequació de les Sales PET-TAC, RM i SPECT-TAC, amb fons REACT, per a l'Hospital Universitari Arnau de Vilanova de Lleida",;Servicios;,Resuelta,"66,751.43",10/10/2022,Institut Català de la Salut (ICS),19-11-2022
IFA2022/08,"Servicio integral de comedor, limpieza y lavandería para el centro asistencial urduña del Ifas, para el ejercicio 2023.",;Servicios;,Adjudicada,"817,836.00",16/09/2022,Gerente/a,19-11-2022
SSJRBC 20200745,"Contractació del servei i subministrament per a l'adquisició i manteniment d'una plataforma d'escriptoris de treball virtuals, d'acord amb les característiques descrites al plec de prescripcions tècniques.",;Suministros;,Publicada,"850,000.00",21/11/2022,Salut Sant Joan de Reus - Baix Camp,19-11-2022
N801/2022/000353,Subministrament de consumibles informàtics,;Suministros;,Resuelta,"26,000.00",06/10/2022,Ajuntament de Sant Boi de Llobregat,19-11-2022
6012200253,Suministro de distintos aceites y grasas utilizados en la lubricación de equipos de escaleras mecánicas e instalados en el material móvil de Metro de Madrid,;Suministros;,Adjudicada,"165,500.00",,"Empresa Pública de Metro de Madrid, S.A.",19-11-2022
2022SUM019,"Suministro de bolsas compostables a Servicios de Txingudi-Txingudiko Zerbitzuak, S.A.",;Suministros;,Evaluación,"112,500.00",21/10/2022,Directora-Gerente,19-11-2022
2022SUM018,Suministro de cuatro máquinas barredoras de aceras de propulsión eléctrica,;Suministros;,Evaluación,"1,080,000.00",21/09/2022,Directora-Gerente,19-11-2022
2022T0100003,Obras de del proyecto de ejecución de las  instalaciones deportivas en la UEU 180.4 y 108.5 del área a-108 Atsobakar de Usurbil,;Obras;,Evaluación,"5,505,040.47",06/10/2022,Pleno,19-11-2022
1408-0519/2022,"L'objecte del present contracte és la prestació d'un servei de suport i assistència per al desenvolupament de determinades activitats de caràcter tècnic de l'Oficina comarcal d'habitatge del Consell Comarcal, segons es desglossa al plec de prescripcions
tècniques.",;Servicios;,Adjudicada,"24,700.00",13/10/2022,Consell Comarcal del Garraf,19-11-2022
B032-2022-00017,Gestión de servicios relacionados con el Polideportivo y Piscinas Elizalde de Elorrio,;Servicios;,Resuelta,"1,508,687.58",10/11/2022,Pleno,19-11-2022
CONTR 2022 0000599938,contratación servicio vigilancia y seguridad de sedes de la dt,;Servicios;,Adjudicada,"77,347.16",17/10/2022,"Delegación Territorial de Empleo, Formación, Trabajo Autónomo, Transformación Económica, Industria, Conocimiento y Universidad en Córdoba (En Transición)",19-11-2022
PNSP 2022-1-012,Suministro de material fungible del Motor MR8 con destino al Servicio de Otorrinolaringología del HCSC,;Suministros;,Resuelta,"56,080.00",,Hospital Universitario Clínico San Carlos,19-11-2022
PAS 2022-0-009,"Suministro de sistemas de administración para la alimentación enteral, y cesión del equipamiento necesario para el Hospital Clínico San Carlos, a adjudicar por procedimiento abierto simplificado con pluralidad de criterios",;Suministros;,Evaluación,"56,448.00",,Hospital Universitario Clínico San Carlos,19-11-2022
A/SER-036770/2021 (6-B/22),"Mejora de los montes de las zonas norte, sureste y oeste de la Comunidad de Madrid 2023-2025",;Servicios;,Evaluación,"1,981,359.79",,"Consejería de Medio Ambiente, Vivienda y Agricultura",19-11-2022
389/2022-SU-PORH,"Subministrament de PC's AIO (All In One), portàtils, impressores i PC's de sobretaula per als centres del Consorci Mar Parc de Salut de Barcelona, mitjançant la modalitat d'arrendament operatiu, segons característiques i condicions definides al Plec de prescripcions tècniques de la licitació.",;Suministros;,Evaluación,"494,806.66",,Consorci Mar Parc de Salut de Barcelona,19-11-2022
2022/000008280Bis,"Prestació del servei de monitoratge esportiu i de lleure per al Projecte Esport i Lleure, d'acord amb el Pla Educatiu d'Entorn de Mataró.",;Servicios;,Resuelta,"47,118.90",30/09/2022,Ajuntament de Mataró,19-11-2022
2022-037026,"servicio de desarrollo y ejecución del programa de sensibilización en los valores de la Carta de Valores de Bilbao, en el marco de la Agenda 2030",;Servicios;,Resuelta,"84,000.00",23/09/2022,Junta de Gobierno de la Villa de Bilbao,19-11-2022
2022-042323,"Servicio de desratización, desinfección y desinsectación de los edificios municipales.",;Servicios;,Adjudicada,"77,127.75",07/10/2022,Junta de Gobierno de la Villa de Bilbao,19-11-2022
2022/02371,"Suministro de equipamiento y fungibles, además de mantenimiento, para el Servicio de Neurocirugía, de los Hospitales Universitarios Donostia y Basurto",;Suministros;,Evaluación,"5,971,500.00",24/10/2022,Director General,19-11-2022
2/2022,Obras de conservación del Carmen sede de la Fundación,;Obras;,Adjudicada,"116,276.01",06/07/2022,Fundación Pública Andaluza Rodríguez-Acosta,19-11-2022
CCA. 63T5X2E,"contr 2022 0000786748. suministro de tracto sucesivo del medicamento exclusivo denominado kymriah@ (tisagenlecleucel), con destino al servicio de farmacia del hospital universitario reina sofía, perteneciente a la central provincial de compras de córdoba (pnspam 21/22)",;Suministros;,Adjudicada,"3,840,000.00",06/10/2022,Servicio Andaluz de Salud,19-11-2022
"LICI 2022-044 ESCOLES BRESSOL, MENJADOR, TRANSPORT","L'objecte del present plec és la contractació del servei de tiquets d'escoles bressol, de tiquets de menjador i de tiquets de transport, amb avantatges fiscals a través del pla de compensació flexible, destinat a tot el personal de la Fundació Hospital Universitari Vall d'Hebron - Institut de Recerca (VHIR). 

L'objecte d'aquesta licitació, per tant, és la contractació de la centralització de la gestió, l'execució i el pagament als diferents proveïdors, dels següents productes amb avantatges fiscals: 
¿	El servei d'escoles bressol 
¿	El servei de tiquets menjador 
¿	El servei de tiquets de transport",;Servicios;,Adjudicada,"104,373.50",10/10/2022,Fundació Hospital Universitari Vall d'Hebron - Institut de Recerca,19-11-2022
14966236,Manteniment 5 anys de software Elcad,;Servicios;,Evaluación,"4,000.00",11/11/2022,"Ferrocarril Metropolità de Barcelona, SA",19-11-2022
P20023374,"Obra de Renovación y adecuación del sistema de climatización en las oficinas de Atxuri, Bilbao",;Obras;,Adjudicada,"300,000.00",27/09/2022,Secretaría General,19-11-2022
PcPG/2022/805513,Mejora enerxéticada instalación de calefacción existente en la casa consistorial del Ayuntamiento,;Suministros;,Resuelta,"32,892.44",30/09/2022,Concello de Cervantes,19-11-2022
CSE/AH04/1101315300/23/PO,"Contractació del servei de manteniment integral dels equipamentsd'electromedicina i alta tecnologia de l'Hospital Universitari de Girona Doctor Josep Trueta icentre d'especialitats Güell, de l'Institut de Diagnòstic per la Imatge (IDI), de l'Institut Catalàd'Oncologia (ICO) i de l'Institut d'Assistència Sanitària del parc Hospitalari Martí i Julià de Salt (IAS)",;Servicios;,Publicada,"821,371.51",28/11/2022,Institut Català de la Salut (ICS),19-11-2022
C-241A/005-22 (A/SUM-026726/2022),Suministro de equipamiento para uso didáctico para las especialidades formativas de trabajos en altura en el Centro de Formación Profesional para el Empleo en Edificación y Obra Civil (CFPE Paracuellos) de la Dirección General de Formación,;Suministros;,Evaluación,"99,806.25",,"Consejería de Economía, Hacienda y Empleo",19-11-2022
A/SUM-031417/2022,"Suministro de dializadores, líneas y material fungible, cesión de equipamiento, dispositivos y monitores necesarios, para el Sº de Nefrología del H.G.U. Gregorio Marañón",;Suministros;,Evaluación,"1,659,528.03",,Hospital General Universitario Gregorio Marañón,19-11-2022
2022-153,Subministrament de material fungible per a la realització de radiofreqüències amb destí la Unitat del Dolor de l'Hospital Clínic de Barcelona,;Suministros;,Adjudicada,"166,316.20",10/10/2022,Consorci Hospital Clínic de Barcelona (HCB),19-11-2022
50/2022,"Mantenimiento y adecuación del alumbrado público y de los equipos de regulación de tráfico, así como del patrimonio municipal edificado.",;Servicios;,Evaluación,"1,125,619.83",17/10/2022,Concejal delegado de Obras y Servicios,19-11-2022
E-009/2022,Mantenimiento de los sistemas de información del Departamento de Seguridad,;Servicios;,Resuelta,"8,473,200.00",14/06/2022,Viceconsejera de Administración y Servicios,19-11-2022
CO/19/22,Construcción de una entreplanta en el CIFP MEKA LHII de Elgoibar (Gipuzkoa),;Obras;,Resuelta,"216,193.41",10/11/2022,Dirección de Régimen Jurídico y Servicios,19-11-2022
000052/2022-CONT,"Obras comprendidas en el proyecto de mejora de la movilidad urbana, seguridad vial, seguridad ciclable y gestión de uso del vehículo privado en el municipio de Portugalete ( 2 Lotes ).",;Obras;,Evaluación,"1,201,171.22",17/10/2022,Alcalde,19-11-2022
A/SUM-027498/2022,Suministro e instalación de una caldera y adecuación de las instalaciones para la mejora de la producción térmica de la central térmica del complejo hospitalario del Hospital General Universitario Gregorio Marañón,;Suministros;,Evaluación,"214,783.10",,Hospital General Universitario Gregorio Marañón,19-11-2022
15011709,"Exàmens psicofísics a les persones postulants a entrar a treballar a les empreses del grup TMB, dins els processos de selecció",;Servicios;,Resuelta,"399,720.00",07/10/2022,"Transports de Barcelona, SA",19-11-2022
G2024-2022-28,"Contractació d'un auditor del projecte ""C_A.1.1_000151_RESET (en endavant RESET) liderat per l'Agència de Residus de Catalunya.",;Servicios;,Adjudicada,"7,024.79",28/09/2022,Agència de Residus de Catalunya,19-11-2022
CONTR 2022 0000650046,Servicio de transporte_Agencia Andaluza de Instituciones Culturales,;Servicios;,Resuelta,"85,184.12",02/09/2022,Agencia Andaluza de Instituciones Culturales,19-11-2022
2022/110 (48/2022/46),"Constitueix l'objecte contractual l'execució del Projecte actualitzat de reforma i ampliació instal·lacions esportives CN Granollers. Edifici vasos 1 i 2 Nucli comunicacions (obra 46/22), aprovat inicialment per la Junta de Govern Local el dia 26 de juliol de 2022 que inclou l'estudi de Seguretat i salut.",;Obras;,Evaluación,"4,956,874.92",11/11/2022,Ajuntament de Granollers,19-11-2022
X2022002242,"L'execució de les obres per repavimentar el camí d'accés a l'institut Vescomtat de Cabrera des de la Via Romana, de forma que s'assoleixi un paviment regular, amb un sistema de drenatge adequat i integrat en l'entorn forestal que l'envolta.",;Obras;,Adjudicada,"62,112.96",13/10/2022,Ajuntament d'Hostalric,19-11-2022
PcPG/2022/805127,"PAC002/22: Contratación del suministro en régimen de alquiler de embarcación, dotada de grúa, para transporte de investigadores que realizarán muestreos oceanográficos, en las rías de Vigo, Pontevedra, Arousa, Muros-Noia y Ares-Betanzos, por procedimiento abierto, para la Empresa Pública de Servicios Agrarios Gallegos, S.A. (SEAGA, S.A.)",;Suministros;,Resuelta,"246,394.08",12/08/2022,"Empresa Pública de Servizos Agrarios Galegos, S.A. (SEAGA)",19-11-2022
PcPG/2022/805455,"AMT-2022-0123:AMT-2021-0028_L1_2CD: 2º contrato derivado del lote 1 (servidores Abalar) del acuerdo marco  para el suministro de equipación microinformático para centros educativos en el marco del proyecto Abalar-Y-Dixgal,  financiado al 100% en el marco del eje REACT-EU del programa operativo Feder Galicia 2014-2020 como respuesta de la Unión Europea a la pandemia del COVID-19",;Suministros;,Resuelta,"237,349.97",09/09/2022,Axencia para a Modernización Tecnolóxica de Galicia (AMTEGA),19-11-2022
P.A. 51/2022,Regular y definir el alcance y condiciones técnicas que han de regir la contratación del servicio de depósito externo del Hospital Universitario La Paz-Carlos III-Cantoblanco,;Servicios;,Evaluación,"152,892.56",,Hospital Universitario La Paz,19-11-2022
P.A. 2022-0-60,"Suministro de implantes: neuroestimulador del nervio vago, así como el equipamiento y material necesarios para su implantación",;Suministros;,Evaluación,"169,720.00",,Hospital Universitario La Paz,19-11-2022
P.A. 2022-0-54,suministro de jeringas de extracción,;Suministros;,Evaluación,"227,045.00",,Hospital Universitario La Paz,19-11-2022
A/SUM-030878/2022,Suministro de material fungible para Cirugía Maxilofacial adulto y pediátrico del Hospital Universitario 12 de Octubre,;Suministros;,Adjudicada,"66,447.20",,Hospital Universitario 12 de Octubre,19-11-2022
2859/2022,Concessió ús privatiu de l'espai destinat al bar-casal municipal de la gent gran,;Patrimonial;,Resuelta,"7,200.00",11/10/2022,Ajuntament de Cabrils,19-11-2022
2022-ASC-C0204-000004,Servei de manteniment i hosting de l'aplicatiu de pagament de la zona d'estacionament regulada en superfície de l'Ajuntament de Tortosa,;Servicios;,Resuelta,"1,710.00",06/10/2022,Ajuntament de Tortosa,19-11-2022
2022/005016,"L'objecte del contracte és la prestació del servei de de gestió, dinamització, creació de continguts, publicació, anàlisi i assessorament de les xarxes socials i campanyes de social media del perfil institucional de l'Ajuntament de Roses, de conformitat i amb les determinacions, condicións i característiques establertes en el Plec de Prescripcions Tècniques.",;Servicios;,Adjudicada,"49,630.32",19/09/2022,Ajuntament de Roses,19-11-2022
S05/2022,"Serveis de subministrament i instal·lació de portes, alarmes i altres sistemes de seguretat per a la protecció dels immobles i altres instal·lacions gestionades per Gramepark, SA, ja siguin de la seva titularitat o titularitat de l'Ajuntament de Santa Coloma de Gramenet (incloent també altres títols jurídics habilitants com usdefruits o similars) la gestió dels quals es troba encomanada a la referida empresa municipal.
El contracte inclou també el servei de manteniment i lloguer mensual dels diferents elements que composen el subministrament.",;Servicios;,Adjudicada,"99,793.40",22/09/2022,"GRAMEPARK, SA",19-11-2022
2023-0-001 (A/SER-031733/2022),Servicio integral de lavandería para el Hospital Virgen de la Torre y centros adscritos al Hospital Universitario Infanta Leonor.,;Servicios;,Evaluación,"155,250.00",,Hospital Universitario Infanta Leonor,19-11-2022
CCA.+GWUVU3,contr 2022 0000850357 suministro de tracto sucesivo de medicamentos exclusivos con destino a los servicios de farmacia de los centros integrantes de la central provincial de compras de córdoba. (pnspam 25/22),;Suministros;,Evaluación,"660,000.00",26/10/2022,Servicio Andaluz de Salud,19-11-2022
D154-2022/00200,"Servei de recull de premsa (Press clipping) al Museu Nacional d'Art de Catalunya, amb mesures de responsabilitat social i ambiental.",;Servicios;,Resuelta,"33,000.00",21/09/2022,Consorci Museu Nacional d'Art de Catalunya,19-11-2022
607.2022.083,"Concurs de projectes restringit amb intervencio de jurat per a la contractació dels serveis de redacció del projecte i direcció de les obres del nou edifici de l'agència de la salut pública de barcelona, al districte d'horta guinardó de barcelona amb mesures de contractacio publica sostenible.",;Servicios;,Evaluación,"167,791.68",11/11/2022,Barcelona d'Infraestructures Municipals SA,19-11-2022
CTTI-2023-18,"L'objecte de la present licitació és la contractació dels serveis de construcció i desenvolupament d'una aplicació de gestió del control metrològic dels taxímetres de Catalunya que s'ha d'integrar dins del sistema d'informació de registres d'empreses i establiment (REE), per a la unitat de Seguretat Industrial del Departament d'Empresa i Treball.",;Servicios;,Resuelta,"49,999.91",10/10/2022,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,19-11-2022
B2022015,Servicios de planificación y gestión de campañas de promoción on y offline del destino Euskadi Basque Country 2022-2023.,;Servicios;,Evaluación,"1,600,000.00",16/09/2022,Dirección general de BASQUETOUR,19-11-2022
CRG10/22,Subministrament i instal.lació  d'un Microfluidic Single-Cell and Single-Molecule Barcoding High-Throughput System (Sistema d'alt rendiment de codis de barra per microfluídica de cèl.lula única i molecula única) pel CNAG-CRG.,;Suministros;,Adjudicada,"104,820.00",10/10/2022,Fundació Centre de Regulació Genòmica,19-11-2022
P20023456,Servicio de apoyo a la dirección de las obras de reparación y refuerzo del puente sobre el río Urola en el PK 79/036 de la línea Bilbao – Donostia en Zumaia,;Servicios;,Evaluación,"353,000.00",17/10/2022,Secretaría General,19-11-2022
S-084/2022,Suministro de esterillas aislantes para la Ertzaintza,;Suministros;,Resuelta,"49,500.00",20/09/2022,Dirección de Gestión Económica y Recursos Generales,19-11-2022
P20023373,Obra de la nueva estación de Usurbil,;Obras;,Evaluación,"8,065,062.97",28/09/2022,Secretaría General,19-11-2022
902757/22,"Obres del parc esportiu de la Roda, al terme municipal de Corbera de Llobregat.",;Obras;,Adjudicada,"909,090.91",19/10/2022,Àrea Metropolitana de Barcelona,19-11-2022
EMO-2023-9,"Contractació d'una OPC (empresa organitzadora professional de congressos) que s'encarregui de l'organització del Congrés Català del Treball ""El treball en una nova economia per la vida"", a nivell integral: definició, comunicació, logística, desenvolupament i coordinació de l'esdeveniment i dels espais corresponents per realitzar una sessió inaugural i de tancament i sessions de debat en paral·lel, al llarg del Congrés.",;Servicios;,Adjudicada,"405,815.00",28/09/2022,Departament d'Empresa i Treball,19-11-2022
109/2020,Obras del proyecto CR-010-20-CY de renovación de la conducción de La Jara entre la presa del Tenebroso y el depósito de la Corta,;Obras;,Evaluación,"1,563,592.68",,"Canal de Isabel II, S.A.",19-11-2022
2022/0020510,"Conceptualització, disseny, construcció, transport, muntatge, desmuntatge, emmagatzematge i dinamització de l'estand firal de la Diputació de Barcelona a la Fira Internacional de Turisme (FITUR) a Madrid i Expovacaciones a Bilbao, per a les edicions 2023 I 2024",;Suministros;,Adjudicada,"198,347.11",05/10/2022,Diputació de Barcelona,19-11-2022
CO2022061ST,Obres corresponents al Projecte bàsic i d'execució de reforma interior parcial del Centre Cívic Les Planes per al Centre Informació i Recursos per a dones a Sant Joan Despí,;Obras;,Resuelta,"323,448.34",04/10/2022,Ajuntament de Sant Joan Despí,19-11-2022
2022ST0216OB.,Contracte d'obres relatives al projecte executiu dels enderrocs per a la reforma del Moll de Gregal del Port Olímpic de Barcelona,;Obras;,Evaluación,"1,644,145.52",11/11/2022,Barcelona de Serveis Municipals SA,19-11-2022
2022/17/SRV/ATFERR_GEN,"L'objecte de la licitació és seleccionar a una consultoria que doni suport tècnic continu a les consultes respecte a terminals ferroviàries que li traslladi CIMALSA en el termini fixat en aquest plec i que redacti els treballs i estudis tècnics que aquesta li encarregui en relació a les referides consultes. La tipologia de consultes que es preveu que caldrà donar resposta és la segúent

¿	Propostes de definició i ordenació de terminals: traçats, layouts, ordenació d'espais, etc
¿	Pressupost orientatiu i justificat de la implantació de terminals
¿	Costos i ingressos d'explotació. Serveis auxiliars. Anàlisi econòmic
¿	Treballs de delineació
¿	Condicionants ambientals, tècnics i econòmics de les terminals.
¿	Ajut a anàlisis multicriteri
¿	Comparació de cadenes de transport (en cost i externalitats)
¿	Revisió tècnica de projectes i estudis ferroviaris
¿	Ajusts en la presentació en Power point",;Servicios;,Adjudicada,"190,000.00",27/09/2022,"Centrals i Infraestructures per a la Mobilitat i les Activitats Logístiques, SA (CIMALSA)",19-11-2022
22SM0256,Motors per cirurgia ortopèdica i traumatologia,;Suministros;,Resuelta,"165,301.69",16/08/2022,Consorci Corporació Sanitària Parc Taulí de Sabadell,19-11-2022
461/2022,"Servei de manteniment de les franges perimetrals de baixa combustibilitat dels nuclis de la població d'Olesa de Bonesvalls per tal de millorar la seguretat de les persones, habitatges i infraestructures, i disminuir el risc de la propagació d'un incendi de les zones interiors del nucli de població cap a les zones exteriors.",;Servicios;,Resuelta,"165,603.92",26/09/2022,Ajuntament d'Olesa de Bonesvalls,19-11-2022
1005/2022,Ús privatiu (concessió demanial) del bar situat a la zona de l'embarcador a la llera del riu Ebre de Sant Jaume d'Enveja,;Patrimonial;,Adjudicada,"36,000.00",29/09/2022,Ajuntament de Sant Jaume d'Enveja,19-11-2022
24/2023-S,Servicio de mantenimiento de los sistemas de protección contra intrusión de los centros de la Delegación Territorial de Salud de Bizkaia.,;Servicios;,Evaluación,"7,085.76",17/10/2022,"Dirección de Régimen Jurídico, Económico y Servicios Generales",19-11-2022
2022KIRE0006,"Pavimentación y reparación del firme en las inmediaciones de gorrien bidea, polideportivo y caminos de los barrios de Arraga, Uribarri, Basauti, Ametzu y Gureia",;Obras;,Adjudicada,"132,524.37",20/10/2022,Alcalde,19-11-2022
2022/CO_ASER/0078,Evaluación de proyectos de cooperación al desarrollo en la República de Guinea entre los años 2016 Y 2022,;Servicios;,Evaluación,"55,000.00",03/10/2022,"Conceja-Delegado del Departamento de Políticas Sociales, Personas Mayores e Infancia",19-11-2022
PcPG/2022/805427,"Contratación del servicio de mantenimiento, conservación y reparación del Servicio Municipal de Abastecimiento de agua potable del municipio de O Saviñao",;Servicios;,Resuelta,"99,868.55",23/09/2022,Concello de O Saviñao,19-11-2022
902511/22,serveis consistent en la realització d'una auditoria de seguretat per als sistemes d'informació de l'Àrea Metropolitana de Barcelona.,;Servicios;,Evaluación,"74,000.00",,Àrea Metropolitana de Barcelona,19-11-2022
OB-0622-66,"L'objecte del contracte són els serveis d'assessorament jurídic de caràcter mercantil, en especial en matèria d'investigació, innovació i de propietat intel·lectual i industrial per a l'IRB Barcelona, d'acord amb les condicions i característiques indicades en el plec de característiques tècniques.",;Servicios;,Resuelta,"45,000.00",18/07/2022,Fundació Institut de Recerca Biomèdica (IRB Barcelona),19-11-2022
DESMA/046SV/2022,"Asistencia técnica para la red de seguimiento y la evaluación periódica del estado de conservación de los hábitats de cavidades, ambientes rocosos y hábitats costeros en la CAPV, en el periodo 2023-2025",;Servicios;,Evaluación,"141,130.00",20/09/2022,Dirección de Servicios,19-11-2022
18/2022 (A/SER-017270/2022),Este contrato tiene por objeto la prestación del servicio de mantenimiento y conservación a todo riesgo de ascensores y automatismos de los edificios adscritos a la Consejería de Sanidad de la Comunidad de Madrid que se indican en el Anexo I del Pliego de Prescripciones Técnicas Particulares (PPT). El alcance y características de los trabajos a realizar son los detallados en el pliego de prescripciones técnicas (PPT).,;Servicios;,Evaluación,"57,875.20",,Consejería de Sanidad,19-11-2022
P.A. SUM. 007-2022 -A/SUM-0029627/2022,Suministro de tubos para muestras de sangre destinadas a la realización de las determinaciones analíticas obligatorias en las donaciones de sangre,;Suministros;,Adjudicada,"146,064.00",,Centro de Transfusión,19-11-2022
CCA. 6KTTTS5,"contr 2022 0000724422 suministro de mobiliario general, mobiliario clínico, equipamiento electromédico, pequeño aparataje sanitario y central de monitorización para el hospital alto guadalquivir de andújar, financiado con fondos react-eu con el 100%",;Suministros;,Evaluación,"489,846.65",06/10/2022,Servicio Andaluz de Salud,19-11-2022
CE181960134/22,"suministro de vestuario de protección contra el frío y la lluvia para el personal de hostelería y aparcamientos de cetursa sierra nevada, sa, y de sierra nevada sport club",;Suministros;,Adjudicada,"100,450.00",22/09/2022,"Cetursa Sierra Nevada, S.A.",19-11-2022
CONTR 2022 0000463341,upps- concesión de servicio para la gestion eup cv. y an. narvaez y refugio,;Patrimonial;,Evaluación,"375,627.86",08/11/2022,Agencia de Medio Ambiente y Agua de Andalucía,19-11-2022
